Reaction Time, Reaction Method, Car Position X, Car Position Y, Point1 X, Point1 Y, Point2 X, Point 2 Y, Point3 X, Point3 Y, Point4 X, Point4 Y, Point5 X, Point5 Y, Outcome
1.22174,Accelerator-105.9067,0.2056186,-70,0.1,-142,0.1,110,0.1,11,0.1,70,0.1
